Faction,Class,KB,D,HK,DD,HD,Rol
Alliance,Paladin,0,4,20,33944,25814,dps
Horde,Hunter,6,3,31,74264,8504,dps
Horde,Warlock,2,2,16,37317,11233,dps
Horde,Shaman,1,9,27,66813,16219,dps
Alliance,Demon Hunter,6,5,27,73574,17729,dps
Alliance,Paladin,1,2,25,7364,104000,heal
Horde,Priest,0,2,28,10131,106000,heal
Alliance,Warrior,4,1,10,30481,9348,dps
Alliance,Hunter,2,4,27,45931,10814,dps
Horde,Warrior,4,6,20,42194,11768,dps
Alliance,Paladin,5,4,28,75679,26515,dps
Alliance,Rogue,7,2,32,65410,5161,dps
Alliance,Hunter,3,5,30,24832,4655,dps
Horde,Mage,3,4,19,70703,7299,dps
Alliance,Demon Hunter,1,2,23,26341,32808,dps
Horde,Warrior,6,2,17,61636,10911,dps
Horde,Priest,1,4,22,49478,90330,heal
Horde,Warlock,3,3,20,85721,34723,dps
Horde,Shaman,0,6,19,12671,96060,heal
Horde,Warrior,5,2,20,60747,12318,dps
Alliance,Druid,2,1,30,46015,17244,dps
Alliance,Warlock,5,2,30,72242,31692,dps
Alliance,Warlock,3,2,28,85076,23836,dps
Horde,Demon Hunter,1,3,21,69510,7004,dps
Horde,Druid,1,3,13,36901,13615,dps
Alliance,Druid,0,2,31,7850,122000,heal
Horde,Warrior,1,1,22,43313,11677,dps
Horde,Priest,5,4,21,57338,32071,dps
Horde,Rogue,2,5,18,37104,7320,dps
Alliance,Priest,6,2,27,67061,24357,dps
Horde,Warrior,7,4,17,62960,1372,dps
Alliance,Demon Hunter,2,2,11,35149,8576,dps
Horde,Demon Hunter,1,5,14,17027,5747,dps
Horde,Warrior,5,5,19,44106,16346,dps
Alliance,Paladin,3,5,27,79415,23002,dps
Alliance,Priest,5,2,32,41252,15375,dps
Alliance,Warrior,8,3,24,58960,15858,dps
Alliance,Rogue,5,5,18,61377,7839,dps
Alliance,Druid,0,4,25,2541,64123,heal
Alliance,Death Knight,1,2,32,74840,23206,dps
Horde,Shaman,0,4,19,6917,108000,heal
Alliance,Druid,9,1,32,43627,6123,dps
Alliance,Rogue,1,0,17,26465,5247,dps
Horde,Demon Hunter,4,3,19,39029,20612,dps
Alliance,Paladin,5,6,23,46860,12074,dps
Horde,Rogue,2,2,39,16128,9101,dps
Horde,Hunter,9,2,45,80861,8210,dps
Horde,Hunter,1,1,40,17533,3826,dps
Horde,Shaman,1,5,40,8122,72029,heal
Horde,Warrior,6,4,40,57846,12311,dps
Horde,Priest,8,3,38,40097,16984,dps
Alliance,Hunter,2,5,21,24386,13311,dps
Alliance,Warlock,1,1,15,19150,7111,dps
Alliance,Warrior,4,7,21,58743,13048,dps
Alliance,Demon Hunter,3,4,25,14026,4273,dps
Alliance,Demon Hunter,5,4,20,29721,2517,dps
Horde,Demon Hunter,3,4,40,31505,10318,dps
Horde,Rogue,2,2,41,30202,6700,dps
Alliance,Priest,0,5,23,6845,87975,heal
Horde,Hunter,5,4,42,53537,7427,dps
Alliance,Death Knight,8,5,22,56507,20440,dps
Alliance,Hunter,0,6,25,30328,8811,dps
Horde,Mage,6,2,43,59004,10693,dps
Alliance,Priest,1,2,34,32083,59467,heal
Alliance,Rogue,1,0,5,3417,537,dps
Alliance,Paladin,0,5,22,10392,89132,heal
Alliance,Druid,2,0,44,29315,25538,dps
Horde,Paladin,1,2,19,19930,8052,dps
Horde,Priest,6,3,45,55998,15615,dps
Horde,Shaman,1,4,39,9539,77324,heal
Horde,Shaman,0,6,25,5416,44283,heal
Alliance,Priest,1,5,18,32872,11619,dps
Horde,Demon Hunter,3,1,31,49495,14693,dps
Horde,Druid,3,7,16,49101,15907,dps
Horde,Rogue,1,2,6,15652,3278,dps
Alliance,Shaman,2,5,25,65874,9854,dps
Horde,Paladin,3,8,22,46822,25237,dps
Alliance,Mage,5,5,33,56012,16984,dps
Alliance,Warrior,9,5,21,70882,11634,dps
Alliance,Shaman,5,4,52,52029,21458,dps
Horde,Warrior,5,8,33,55833,10002,dps
Alliance,Warrior,12,6,49,81244,15231,dps
Alliance,Mage,11,3,48,148000,11004,dps
Alliance,Monk,1,1,54,10070,144000,heal
Horde,Hunter,6,7,26,121000,17475,dps
Horde,Monk,7,4,38,57899,27259,dps
Horde,Shaman,3,8,28,73034,10883,dps
Alliance,Warrior,8,1,37,40401,8881,dps
Horde,Demon Hunter,1,4,28,59759,6750,dps
Alliance,Priest,14,5,51,94787,35131,dps
Horde,Priest,11,2,38,120000,28113,dps
Horde,Monk,0,5,33,1147,74580,heal
Alliance,Monk,3,4,52,44862,18944,dps
Alliance,Priest,6,1,26,65572,13499,dps
Horde,Warlock,2,3,12,25918,14181,dps
Alliance,Priest,4,3,28,95250,21830,dps
Alliance,Warlock,7,4,21,65438,44516,dps
Horde,Druid,0,5,16,11584,5699,dps
Alliance,Shaman,0,3,29,10295,98793,heal
Horde,Death Knight,4,5,26,90874,34388,dps
Alliance,Paladin,5,4,23,85100,16128,dps
Horde,Shaman,0,6,27,3212,87141,heal
Horde,Hunter,5,0,17,30106,3023,dps
Alliance,Demon Hunter,0,4,13,12770,181,dps
Horde,Monk,5,2,32,27577,18686,dps
Horde,Rogue,3,0,35,24657,5094,dps
Alliance,Priest,0,2,26,39760,8922,dps
Alliance,Demon Hunter,0,0,4,1442,542,dps
Horde,Mage,3,2,23,51002,14875,dps
Horde,Warrior,10,4,32,75364,18050,dps
Alliance,Druid,0,6,27,24,9599,heal
Alliance,Demon Hunter,1,5,11,48328,6010,dps
Horde,Hunter,3,1,31,31267,8617,dps
Alliance,Monk,4,2,16,41586,9695,dps
Horde,Paladin,5,3,26,58704,12034,dps
Horde,Warrior,6,3,33,45382,11934,dps
Horde,Priest,0,2,29,19896,68825,heal
Alliance,Druid,0,1,27,4401,37746,heal
Alliance,Warrior,3,3,26,41396,10980,dps
Alliance,Priest,4,3,25,22706,7557,dps
Alliance,Warrior,4,5,24,62863,8981,dps
Horde,Shaman,0,0,19,7874,60104,heal
Horde,Warlock,0,2,26,36528,22703,dps
Alliance,Hunter,1,3,5,7608,4410,dps
Horde,Hunter,0,0,16,11865,16,dps
Alliance,Warrior,1,3,5,20125,3013,dps
Alliance,Mage,3,2,7,36118,4316,dps
Horde,Paladin,3,0,19,43492,13314,dps
Horde,Warrior,6,1,12,36308,7100,dps
Horde,Priest,2,1,19,26327,56789,heal
Alliance,Demon Hunter,2,2,5,26035,42432,dps
Horde,Shaman,0,0,15,9312,22022,heal
Alliance,Warrior,0,4,5,10634,3315,dps
Horde,Druid,2,2,7,23985,529,dps
Alliance,Priest,0,3,7,6368,62483,heal
Alliance,Druid,0,2,5,12985,1507,dps
Horde,Mage,5,1,18,33923,6185,dps
Alliance,Mage,0,2,7,24119,3244,dps
Horde,Rogue,0,0,22,30312,5382,dps
Horde,Hunter,0,2,12,8750,3506,dps
Horde,Demon Hunter,4,0,15,37178,3684,dps
Alliance,Mage,0,2,7,20288,9875,dps
Horde,Priest,10,3,39,95081,19128,dps
Alliance,Druid,5,8,15,69771,15734,dps
Horde,Demon Hunter,13,2,45,89028,8402,dps
Horde,Hunter,3,2,46,83294,8986,dps
Alliance,Death Knight,2,4,9,47238,30650,dps
Horde,Druid,0,3,37,1252,120000,heal
Alliance,Warlock,4,8,15,43835,26686,dps
Horde,Shaman,0,2,32,21391,115000,heal
Alliance,Rogue,3,1,13,31195,3906,dps
Horde,Rogue,4,2,21,55218,2656,dps
Alliance,Death Knight,5,5,15,78313,29998,dps
Horde,Death Knight,4,3,45,130000,33765,dps
Alliance,Death Knight,3,6,17,49009,34908,dps
Alliance,Warrior,4,3,12,60407,9878,dps
Alliance,Shaman,1,5,20,29282,194000,heal
Horde,Rogue,5,5,23,63628,4453,dps
Alliance,Warrior,0,6,15,34361,240,dps
Alliance,Druid,0,4,15,1830,151000,heal
Horde,Hunter,9,3,39,148000,10409,dps
Horde,Hunter,4,1,45,59282,3860,dps
Horde,Rogue,1,3,17,32704,5553,dps
Alliance,Priest,0,1,28,13229,81912,heal
Horde,Paladin,1,4,17,64542,19661,dps
Alliance,Mage,0,1,28,19638,5315,dps
Alliance,Warrior,13,3,28,77108,16067,dps
Horde,Shaman,0,2,14,7782,67102,heal
Alliance,Hunter,1,2,27,36395,9152,dps
Horde,Warlock,0,1,15,6503,849,dps
Horde,Shaman,1,1,16,47946,16400,dps
Alliance,Demon Hunter,1,1,28,112000,15644,dps
Alliance,Demon Hunter,1,2,26,31128,3765,dps
Horde,Hunter,4,2,17,62828,5705,dps
Horde,Warrior,10,3,18,108000,22101,dps
Alliance,Druid,3,1,25,35865,12856,dps
Alliance,Death Knight,0,5,27,84026,16686,dps
Alliance,Priest,2,1,28,43705,103000,heal
Alliance,Monk,4,2,25,67706,25297,dps
Horde,Priest,0,3,18,25256,260000,heal
Horde,Druid,1,4,17,28922,8454,dps
Horde,Warlock,2,4,35,71878,26368,dps
Alliance,Paladin,1,3,26,954,39017,heal
Alliance,Paladin,8,2,28,100000,29124,dps
Horde,Priest,1,1,23,15828,124000,heal
Alliance,Shaman,3,7,21,24455,12843,dps
Horde,Shaman,0,6,27,18443,92832,heal
Horde,Demon Hunter,4,4,32,55542,9357,dps
Horde,Warrior,8,5,29,30900,1550,dps
Alliance,Warrior,4,8,25,51643,10127,dps
Alliance,Druid,1,3,29,6308,83198,heal
Alliance,Hunter,4,5,28,47922,10859,dps
Horde,Demon Hunter,9,2,23,74427,4347,dps
Horde,Hunter,3,7,20,37201,7869,dps
Alliance,Death Knight,3,3,31,90633,20820,dps
Alliance,Mage,5,3,22,38892,7575,dps
Horde,Paladin,6,7,27,110000,31388,dps
Horde,Hunter,8,3,31,29438,2748,dps
Horde,Demon Hunter,0,3,28,14453,2035,dps
Alliance,Rogue,1,5,30,49197,10575,dps
Alliance,Rogue,11,1,29,108000,8185,dps
Horde,Hunter,4,1,11,97295,11051,dps
Alliance,Druid,0,0,19,5346,131000,heal
Alliance,Demon Hunter,4,1,19,28905,24982,dps
Alliance,Hunter,0,5,19,21373,11905,dps
Horde,Shaman,2,1,12,5257,68760,heal
Horde,Mage,3,4,11,58701,7883,dps
Alliance,Demon Hunter,4,2,16,25613,3007,dps
Horde,Death Knight,1,0,3,3429,713,dps
Horde,Warrior,3,3,13,63508,7230,dps
Horde,Shaman,1,4,6,26308,10242,dps
Alliance,Paladin,3,1,17,59045,20714,dps
Alliance,Druid,7,0,20,76081,3545,dps
Alliance,Hunter,2,2,19,49974,5659,dps
Alliance,Priest,1,3,17,16243,43414,heal
Alliance,Paladin,5,0,22,59773,16037,dps
Horde,Death Knight,0,4,6,21801,11728,dps
Alliance,Warrior,0,1,9,15955,17154,dps
Horde,Druid,0,3,11,4546,11622,heal
Alliance,Warlock,10,3,39,131000,71560,dps
Alliance,Priest,0,3,40,24948,204000,heal
Horde,Warrior,4,5,33,69962,13217,dps
Horde,Warrior,6,5,41,84419,27094,dps
Horde,Warlock,11,5,38,157000,52790,dps
Alliance,Rogue,4,6,39,49224,12447,dps
Horde,Demon Hunter,3,7,37,49124,3666,dps
Horde,Shaman,0,6,33,13227,181000,heal
Alliance,Priest,0,1,39,11311,38052,heal
Alliance,Demon Hunter,10,3,33,115000,20511,dps
Horde,Mage,9,1,42,109000,22016,dps
Horde,Priest,1,6,35,26847,10549,dps
Alliance,Warlock,2,9,30,39385,35296,dps
Alliance,Death Knight,7,7,35,125000,36936,dps
Horde,Paladin,6,3,36,107000,25480,dps
Horde,Druid,0,7,38,40416,14201,dps
Alliance,Mage,3,5,36,123000,37924,dps
Alliance,Rogue,3,3,32,50688,19978,dps
Alliance,Rogue,8,3,36,71231,6136,dps
Horde,Priest,0,3,38,5043,159000,heal
Alliance,Warrior,8,2,29,102000,23384,dps
Alliance,Death Knight,2,3,29,82649,37455,dps
Alliance,Priest,0,4,25,4157,136000,heal
Alliance,Hunter,3,4,29,83540,11000,dps
Horde,Priest,2,3,18,116000,32554,dps
Horde,Warlock,3,5,18,88537,21718,dps
Horde,Hunter,2,4,18,47782,10529,dps
Horde,Druid,0,2,18,40418,24118,dps
Horde,Shaman,2,5,22,11027,120000,heal
Horde,Warlock,3,4,17,99698,42670,dps
Alliance,Druid,1,3,32,2247,185000,heal
Alliance,Rogue,5,3,32,64520,9753,dps
Alliance,Mage,7,1,37,99051,22809,dps
Horde,Paladin,0,1,10,8201,4193,dps
Horde,Rogue,7,4,18,53466,12543,dps
Alliance,Paladin,3,2,28,42171,15105,dps
Horde,Demon Hunter,2,4,17,21290,7684,dps
Alliance,Rogue,6,0,36,58153,7966,dps
Alliance,Mage,3,1,31,30179,13931,dps
Horde,Shaman,0,4,18,26439,107000,heal
Horde,Hunter,4,6,32,33104,13139,dps
Alliance,Warrior,7,1,24,37280,5801,dps
Alliance,Mage,6,2,52,95321,9485,dps
Alliance,Paladin,2,5,47,9978,191000,heal
Horde,Hunter,5,8,40,61001,8178,dps
Horde,Demon Hunter,3,9,35,60690,10478,dps
Alliance,Warrior,10,7,45,93892,22047,dps
Horde,Mage,4,5,35,35773,8290,dps
Horde,Rogue,2,3,19,24647,11201,dps
Horde,Shaman,0,5,37,13555,129000,heal
Alliance,Shaman,6,5,40,63042,4493,dps
Horde,Warlock,5,6,43,92077,38564,dps
Alliance,Demon Hunter,4,4,48,61627,4521,dps
Horde,Priest,11,4,41,98181,34577,dps
Alliance,Paladin,3,4,45,30481,19824,dps
Horde,Warrior,5,1,16,23913,7831,dps
Alliance,Druid,11,8,46,77764,10802,dps
Alliance,Mage,4,4,39,44593,16025,dps
Alliance,Hunter,3,6,40,37007,10112,dps
Horde,Mage,3,2,18,34636,3663,dps
Horde,Druid,0,1,37,602,89597,heal
Alliance,Hunter,0,5,18,41831,11904,dps
Alliance,Warlock,3,2,25,34687,8781,dps
Alliance,Rogue,4,1,36,46897,11402,dps
Alliance,Mage,4,2,29,43420,6721,dps
Horde,Druid,3,7,30,51786,12029,dps
Horde,Mage,3,3,36,98883,25610,dps
Alliance,Druid,6,1,15,59141,6873,dps
Alliance,Druid,2,5,28,100000,25685,dps
Horde,Shaman,0,2,2,0,5299,heal
Alliance,Monk,1,4,34,6322,80442,heal
Alliance,Demon Hunter,9,3,38,91509,13007,dps
Horde,Shaman,1,3,40,31606,138000,heal
Alliance,Monk,0,0,16,6718,157000,heal
Horde,Demon Hunter,1,5,29,26033,3158,dps
Horde,Warlock,6,4,30,94833,28101,dps
Horde,Mage,2,4,42,102000,16791,dps
Horde,Paladin,6,2,35,102000,46802,dps
Alliance,Demon Hunter,3,7,30,158000,20371,dps
Alliance,Death Knight,2,7,29,167000,34422,dps
Alliance,Paladin,1,5,36,43345,18911,dps
Horde,Warlock,4,6,25,88723,35924,dps
Alliance,Priest,1,3,36,35394,143000,heal
Alliance,Rogue,3,4,27,43327,11368,dps
Horde,Monk,0,2,46,1810,181000,heal
Horde,Monk,4,3,41,61926,35613,dps
Horde,Death Knight,5,2,37,99377,85987,dps
Horde,Warrior,11,1,39,73936,13502,dps
Alliance,Druid,7,1,41,125000,34377,dps
Alliance,Priest,2,4,13,33313,13608,dps
Alliance,Priest,3,2,17,58591,21683,dps
Alliance,Mage,0,1,17,502,615,dps
Alliance,Druid,0,2,9,0,38909,heal
Alliance,Shaman,2,5,13,39677,15426,dps
Horde,Death Knight,3,0,20,18196,6609,dps
Alliance,Hunter,0,2,17,35841,9123,dps
Horde,Rogue,3,1,24,29986,12404,dps
Horde,Warrior,8,4,27,80280,10822,dps
Alliance,Hunter,1,5,11,48440,7385,dps
Horde,Shaman,0,0,26,7095,93157,heal
Alliance,Warlock,0,5,10,53026,20436,dps
Alliance,Rogue,0,2,8,11788,5598,dps
Horde,Priest,0,0,16,2048,20977,heal
Horde,Priest,3,1,21,33775,8889,dps
Horde,Rogue,3,1,20,25442,4900,dps
Alliance,Paladin,1,1,7,33464,10869,dps
Horde,Mage,5,0,25,41244,4604,dps
Horde,Warlock,13,2,30,91526,67871,dps
Horde,Hunter,1,1,27,34487,11551,dps
Horde,Paladin,1,1,10,6076,34202,heal
Horde,Paladin,2,1,23,4106,125000,heal
Alliance,Warrior,0,6,8,6612,3516,dps
Horde,Druid,1,2,13,18224,8181,dps
Alliance,Mage,2,4,14,53676,8829,dps
Alliance,Warlock,2,6,15,58611,31566,dps
Alliance,Paladin,2,2,16,40503,17160,dps
Alliance,Priest,4,2,15,42330,32358,dps
Horde,Warlock,2,5,17,74613,46298,dps
Horde,Shaman,5,2,14,27979,1694,dps
Alliance,Rogue,0,0,5,25945,9115,dps
Horde,Priest,4,1,68,36372,14003,dps
Horde,Rogue,6,4,62,56452,11215,dps
Horde,Death Knight,10,2,73,113000,42069,dps
Horde,Mage,14,2,71,147000,2485,dps
Horde,Demon Hunter,6,4,72,109000,24677,dps
Alliance,Death Knight,0,2,4,15384,10586,dps
Alliance,Warrior,5,5,20,39980,8112,dps
Alliance,Rogue,1,6,18,36420,7040,dps
Horde,Mage,7,2,75,93355,8303,dps
Horde,Rogue,3,1,80,28011,17299,dps
Alliance,Paladin,0,11,17,7286,79867,heal
Horde,Shaman,0,0,67,16431,105000,heal
Alliance,Paladin,2,6,16,85730,32711,dps
Alliance,Paladin,1,8,17,44920,27379,dps
Horde,Demon Hunter,4,2,72,65045,98260,dps
Alliance,Hunter,0,2,17,11313,2808,dps
Horde,Priest,2,0,80,4170,77345,heal
Alliance,Hunter,1,7,17,28312,2456,dps
Horde,Warrior,4,2,72,39217,9844,dps
Horde,Priest,0,1,68,6288,103000,heal
Horde,Mage,2,1,72,68291,14346,dps
Alliance,Druid,0,5,20,8067,178000,heal
Alliance,Hunter,2,3,23,68116,10678,dps
Horde,Death Knight,11,1,81,46515,16633,dps
Alliance,Demon Hunter,2,9,20,60160,12148,dps
Horde,Hunter,9,2,72,142000,11192,dps
Alliance,Mage,4,4,23,74179,12256,dps
Alliance,Demon Hunter,4,6,21,93035,28102,dps
Alliance,Demon Hunter,1,3,22,58282,42960,dps
Alliance,Rogue,10,3,30,61190,7201,dps
Horde,Hunter,7,4,43,55385,6574,dps
Alliance,Mage,2,5,18,33515,22013,dps
Alliance,Warlock,4,5,29,87132,31513,dps
Horde,Priest,1,6,43,52068,19766,dps
Alliance,Demon Hunter,8,5,28,102000,7385,dps
Horde,Shaman,0,6,39,11253,87465,heal
Horde,Warlock,5,1,44,64520,11610,dps
Horde,Shaman,0,4,39,9266,154000,heal
Alliance,Hunter,5,4,31,57753,13648,dps
Horde,Warrior,5,3,42,41195,8195,dps
Horde,Druid,3,3,41,54202,7814,dps
Alliance,Death Knight,2,4,27,34532,13726,dps
Alliance,Druid,0,1,29,13134,3135,dps
Alliance,Druid,0,5,24,213,95407,heal
Horde,Shaman,4,4,38,66256,7771,dps
Alliance,Mage,2,7,27,85595,12037,dps
Horde,Warrior,11,1,44,100000,15169,dps
Alliance,Druid,0,3,28,752,107000,heal
Horde,Priest,8,2,44,75467,21950,dps
Alliance,Druid,0,3,48,32164,6759,dps
Alliance,Warlock,8,1,53,69468,31741,dps
Horde,Warrior,2,5,6,28747,5328,dps
Horde,Hunter,0,8,2,41108,4690,dps
Horde,Shaman,0,5,3,3355,24694,heal
Horde,Warrior,3,3,5,30147,3900,dps
Horde,Rogue,1,3,5,20680,9518,dps
Horde,Druid,0,1,2,0,6659,heal
Alliance,Mage,3,2,47,33083,4950,dps
Horde,Priest,0,9,6,12408,30377,heal
Alliance,Priest,6,1,48,67465,8015,dps
Alliance,Monk,0,0,52,654,80639,heal
Alliance,Death Knight,7,1,47,66542,12532,dps
Alliance,Druid,0,0,50,1554,66777,heal
Horde,Priest,0,2,3,7028,29418,heal
Horde,Rogue,1,1,7,26133,3317,dps
Alliance,Warlock,11,0,54,45015,18355,dps
Alliance,Rogue,8,1,51,43795,4065,dps
Alliance,Hunter,9,0,53,61122,1696,dps
Horde,Warrior,4,4,23,57327,5239,dps
Horde,Druid,0,4,14,18503,771,dps
Alliance,Rogue,4,2,34,63829,11938,dps
Alliance,Mage,5,4,28,52684,15220,dps
Horde,Hunter,3,5,24,73468,8740,dps
Horde,Shaman,0,4,22,9327,94946,heal
Horde,Demon Hunter,8,4,24,94027,6354,dps
Alliance,Warrior,3,1,27,43033,55280,dps
Alliance,Shaman,11,3,31,95820,22104,dps
Horde,Hunter,2,3,16,42075,11887,dps
Horde,Mage,0,5,23,59348,11366,dps
Horde,Priest,1,4,21,30701,101000,heal
Alliance,Warrior,7,3,32,50948,9010,dps
Alliance,Monk,4,4,32,64901,31383,dps
Alliance,Rogue,3,2,24,31966,5145,dps
Horde,Rogue,2,3,17,52094,7656,dps
Alliance,Priest,0,3,28,7001,105000,heal
Alliance,Mage,4,2,31,43500,4975,dps
Alliance,Druid,1,2,23,9793,111000,heal
Horde,Hunter,5,6,24,89454,6042,dps
Horde,Paladin,2,4,12,40804,30017,dps
Horde,Rogue,11,5,25,81765,14695,dps
Horde,Demon Hunter,1,7,23,52285,8208,dps
Alliance,Paladin,3,5,24,61565,23349,dps
Horde,Druid,2,2,32,32542,14589,dps
Alliance,Warlock,3,4,19,53599,19118,dps
Alliance,Demon Hunter,5,3,18,43899,13862,dps
Horde,Druid,3,1,23,75242,31352,dps
Horde,Rogue,8,2,30,71901,20348,dps
Horde,Shaman,1,7,20,6288,83729,heal
Alliance,Hunter,7,5,22,49495,13896,dps
Alliance,Shaman,1,2,23,21461,22309,heal
Horde,Rogue,5,4,20,36187,13063,dps
Alliance,Mage,3,3,28,40131,16250,dps
Horde,Shaman,8,5,25,53416,6494,dps
Horde,Mage,0,5,23,25637,4594,dps
Alliance,Mage,8,5,23,45830,18209,dps
Alliance,Druid,5,2,11,42859,7449,dps
Alliance,Mage,4,7,24,60269,15501,dps
Alliance,Monk,0,5,16,1963,94972,heal
Alliance,Druid,1,1,15,30292,15899,dps
Alliance,Hunter,3,3,14,53421,8416,dps
Alliance,Mage,3,1,16,89383,9056,dps
Horde,Paladin,1,1,15,18236,9161,dps
Alliance,Warrior,0,1,7,10080,9381,dps
Horde,Hunter,1,2,10,16320,7573,dps
Horde,Warrior,0,1,11,26229,32661,dps
Alliance,Rogue,2,2,15,24402,2375,dps
Alliance,Mage,2,1,16,32010,2335,dps
Horde,Paladin,2,2,15,54925,13230,dps
Alliance,Paladin,2,1,16,12910,56339,heal
Horde,Priest,0,3,12,726,113000,heal
Alliance,Hunter,2,4,15,44031,3789,dps
Horde,Druid,4,0,15,67441,3785,dps
Alliance,Rogue,2,0,13,37487,5877,dps
Alliance,Shaman,0,1,15,6203,119000,heal
Horde,Monk,0,3,11,385,27037,heal
Horde,Mage,2,3,15,52602,2555,dps
Horde,Paladin,3,1,15,22395,7966,dps
Horde,Shaman,3,2,23,30322,5902,dps
Alliance,Druid,1,1,15,61893,11907,dps
Alliance,Shaman,0,2,16,2042,59842,heal
Alliance,Warrior,9,2,16,44082,14123,dps
Horde,Paladin,6,1,24,41294,6539,dps
Alliance,Hunter,2,3,16,34196,9027,dps
Horde,Shaman,0,2,22,1108,41694,heal
Alliance,Hunter,2,2,16,37140,1424,dps
Horde,Paladin,0,0,18,0,20974,heal
Alliance,Hunter,0,1,16,6930,112,dps
Horde,Warlock,0,4,23,59794,29525,dps
Horde,Rogue,7,1,24,32664,3602,dps
Alliance,Warrior,2,5,15,15842,3325,dps
Alliance,Priest,0,5,12,1206,8114,heal
Horde,Warlock,1,2,23,31111,20286,dps
Horde,Death Knight,0,0,18,3065,6172,dps
Alliance,Rogue,0,1,16,27145,4153,dps
Horde,Warlock,6,3,24,28841,16725,dps
Alliance,Hunter,0,3,11,431,0,dps
Horde,Rogue,2,1,11,14925,946,dps
Alliance,Warlock,0,3,8,21720,12472,dps
Alliance,Priest,0,4,6,12374,6978,dps
Horde,Death Knight,3,0,29,30050,5216,dps
Horde,Shaman,2,4,28,26034,7542,dps
Horde,Paladin,7,1,26,37652,13572,dps
Horde,Priest,3,0,29,31621,54313,heal
Horde,Priest,5,2,27,46838,7063,dps
Alliance,Rogue,0,2,7,6439,41,dps
Horde,Warrior,1,1,26,5627,658,dps
Horde,Shaman,0,1,21,4881,19278,heal
Horde,Demon Hunter,0,1,21,4595,64,dps
Alliance,Druid,1,2,7,45624,11933,dps
Alliance,Mage,6,1,10,40036,12748,dps
Alliance,Mage,1,2,9,38479,8661,dps
Alliance,Demon Hunter,0,5,8,29839,533,dps
Horde,Paladin,0,0,27,2436,51019,heal
Alliance,Mage,2,2,9,27931,6283,dps
Horde,Rogue,9,0,29,54622,12748,dps
Alliance,Paladin,0,4,6,4575,30897,heal
Alliance,Shaman,0,5,8,7150,1196,dps
Alliance,Rogue,13,0,67,67113,21108,dps
Alliance,Druid,11,0,68,127000,45609,dps
Alliance,Rogue,1,3,33,14963,11604,dps
Alliance,Mage,7,0,66,91886,24978,dps
Horde,Death Knight,1,8,10,18363,50254,dps
Horde,Shaman,0,1,3,1096,26018,heal
Horde,Hunter,0,9,18,42115,9199,dps
Horde,Death Knight,0,9,14,35047,22679,dps
Alliance,Rogue,6,5,57,41219,11188,dps
Horde,Warrior,3,7,22,35883,2770,dps
Horde,Warlock,8,6,22,65190,26067,dps
Alliance,Priest,11,2,63,100000,24116,dps
Alliance,Monk,3,4,49,27288,23080,dps
Horde,Paladin,3,7,20,34257,21997,dps
Alliance,Mage,5,3,63,60206,9793,dps
Horde,Warrior,3,4,22,39578,3890,dps
Alliance,Warlock,5,1,66,52566,14074,dps
Alliance,Death Knight,1,6,47,10942,4797,dps
Horde,Warlock,0,9,11,23853,21136,dps
Horde,Druid,1,4,10,10081,5321,dps
Horde,Warrior,8,0,36,37179,5575,dps
Horde,Priest,6,0,34,56082,13952,dps
Horde,Hunter,6,2,33,62536,9155,dps
Alliance,Hunter,0,1,5,27327,6610,dps
Horde,Warlock,3,1,30,34292,8003,dps
Alliance,Mage,0,3,4,17568,11550,dps
Horde,Shaman,1,0,31,11763,51966,heal
Alliance,Hunter,0,5,4,54160,2725,dps
Alliance,Druid,0,1,2,5032,37536,heal
Horde,Druid,7,0,36,87819,3206,dps
Alliance,Mage,2,3,4,40439,11412,dps
Horde,Monk,0,0,31,650,49358,heal
Alliance,Paladin,0,5,4,32350,4453,dps
Alliance,Warrior,0,5,1,11442,1206,dps
Alliance,Monk,0,4,3,31,75998,heal
Horde,Demon Hunter,1,1,36,63073,9017,dps
Alliance,Rogue,1,2,5,29682,7451,dps
Horde,Warrior,3,1,34,26300,3898,dps
Horde,Priest,0,0,36,8195,115000,heal
Alliance,Paladin,1,0,3,15249,18063,heal
Alliance,Demon Hunter,0,3,5,30181,8397,dps
Alliance,Mage,0,1,5,35673,11267,dps
Horde,Rogue,3,0,24,34584,3903,dps
Alliance,Warlock,2,4,5,26658,9228,dps
Horde,Priest,4,0,24,66848,11947,dps
Horde,Paladin,4,1,22,41288,12433,dps
Horde,Shaman,1,1,24,4130,45949,heal
Horde,Demon Hunter,3,0,24,37983,6561,dps
Horde,Demon Hunter,1,1,20,7071,982,dps
Alliance,Mage,2,1,5,25844,10866,dps
Alliance,Monk,0,1,5,1083,54804,heal
Alliance,Warrior,1,3,4,8361,2384,dps
Alliance,Mage,0,2,4,24508,3615,dps
Horde,Rogue,2,0,24,25481,2573,dps
Alliance,Priest,0,2,3,26421,8200,dps
Horde,Priest,0,0,24,20056,83621,heal
Horde,Rogue,3,2,22,24897,1277,dps
Alliance,Druid,0,2,5,573,42840,heal
Horde,Mage,2,0,24,29245,7463,dps
Alliance,Warrior,0,5,2,5518,580,dps
Horde,Druid,6,1,59,46824,16355,dps
Alliance,Demon Hunter,3,5,27,43288,14220,dps
Alliance,Shaman,0,2,8,8459,378,dps
Alliance,Druid,2,7,19,25793,5488,dps
Horde,Paladin,5,1,61,55608,20981,dps
Horde,Warlock,13,0,47,74042,30250,dps
